COMPONENT;KEY;EN;NL;FR
DEF;toename prijsindex;increase of price index;toename prijsindex;
DEF;Toename;Increase;Toename;
DEF;Toets Alt + PijltjeRechts voor balans;Press Alt + ArrowRight for the balance sheet;Toets Alt + PijltjeRechts voor balans;
DEF;Toon Balans Na Kredietverlening;Show Statement After Credit Attribution;Toon Balans Na Kredietverlening;
DEF;Toon het in de internetbrowser?;Show it in an internet browser?;Toon het in de internetbrowser?;
DEF;Toon normkolom;Show benchmark data;Toon normkolom;
DEF;tot ingestelde groeilimieten;using growth limits;tot ingestelde groeilimieten;
DEF;tot;till;tot;
DEF;Tot. cumulatieve afschrijvingen;Total accumulated depreciation;Tot. cumulatieve afschrijvingen;
DEF;Totaal (incl. gevraagd);Total (including requested);Totaal (incl. gevraagd);
DEF;Totaal aan negatieve boekwaarde;Total of negative bookvalues;Totaal aan negatieve boekwaarde;
DEF;Totaal aantal medewerkers (FTE) :;Total number of employees :;Totaal aantal medewerkers (fte) :;
DEF;Totaal aantal medewerkers (FTE);Total number of employees;Totaal aantal medewerkers (fte);
DEF;Totaal activa volgens balans;Total assets (according to balance sheet);Totaal activa volgens balans;
DEF;Totaal activa volgens US-GAAP;Total assets (US-GAAP standard);Totaal activa volgens US-GAAP;
DEF;Totaal activa;Total assets;Totaal activa;
DEF;Totaal aflossingen jaarbasis;Total repayments on annual basis;Totaal aflossingen jaarbasis;
DEF;Totaal bedrag waar nog geen vermogen voor is aangetrokken nadat de totaal limiet van de rekening courant is verbruikt;Total amount that is not capitalized after using up the total credit limit on current account;Totaal bedrag waar nog geen vermogen voor is aangetrokken nadat de totaal limiet van de rekening courant is verbruikt;
DEF;Totaal bedrijfsscore;Total company score;Totaal bedrijfsscore;
DEF;Totaal blok 3;Total block 3;Totaal blok 3;
DEF;Totaal BTW (af te dragen);Total VAT (payment);Totaal btw (af te dragen);
DEF;Totaal correctie;Total correction;Totaal correctie;
DEF;Totaal correcties;Total corrections;Totaal correcties;
DEF;Totaal cumulatieve belasting;Total cumulated taxes;Totaal cumulatieve belasting;
DEF;Totaal debiteuren;Total accounts receivable;Totaal debiteuren;
DEF;Totaal dekkingstekort/overschot;Total collateral shortage/surplus;Totaal dekkingstekort/overschot;
DEF;Totaal fictieve kosten;Total fictitious costs;Totaal fictieve kosten;
DEF;Totaal financieringen;Total financing;Totaal financieringen;
DEF;Totaal geïnvesteerd vermogen (actief);Total invested capital (assets);Totaal geïnvesteerd vermogen (actief);
DEF;totaal gemidd.;avg total accts;totaal gemidd.;
DEF;Totaal gevraagd;Total requested;Totaal gevraagd;
DEF;Totaal gewaardeerde kosten;Total capitalized costs;Totaal gewaardeerde kosten;
DEF;Totaal in oorsprong;Total original;Totaal in oorsprong;
DEF;Totaal ING Belang;Total ING Concern Obligo;Totaal ING Belang;
DEF;Totaal inkopen (;Total purchases (;Totaal inkopen (;
DEF;Totaal inkopen inclusief BTW;Total purchases including VAT;Totaal inkopen inclusief btw;
DEF;Totaal inkopen wordt bepaald op basis van gefactureerde omzet en voorraadmutaties;Total purchase is determined by invoiced sales and change of inventories;Totaal inkopen wordt bepaald op basis van gefactureerde omzet en voorraadmutaties;
DEF;Totaal inkopen wordt bepaald op basis van inkoopkosten omzet en voorraadmutaties;Total purchase is determined by cost of sales on income statement and change of inventories;Totaal inkopen wordt bepaald op basis van inkoopkosten omzet en voorraadmutaties;
DEF;Totaal inkopen;Total purchases;Totaal inkopen;
DEF;Totaal investeringen;Total investments;Totaal investeringen;
DEF;Totaal jaaraflossing;Total year repayment;Totaal jaaraflossing;
DEF;Totaal kwalitatief;Total qualitative;Totaal kwalitatief;
DEF;Totaal leningen;Total loans;Totaal leningen;
DEF;Totaal leningen:;Total loans:;Totaal leningen:;
DEF;Totaal lonen / bruto winst;Total wages / gross profit;Totaal lonen / bruto winst;
DEF;Totaal lonen;Total wages;Totaal lonen;
DEF;Totaal omzetbelasting inkopen;Total VAT on purchases;Totaal omzetbelasting inkopen;
DEF;Totaal onverdeelde winst;Total undistributed profit;Totaal onverdeelde winst;
DEF;Totaal oppervlakte (m2);Total area (m2);Totaal oppervlakte (m2);
DEF;Totaal over partners verdeelde winst;Total profit distributed over partners;Totaal over partners verdeelde winst;
DEF;Totaal overige kosten;Total other expenses;Totaal overige kosten;
DEF;Totaal overige personeelkosten;Total other staff expenses;Totaal overige personeelkosten;
DEF;Totaal passiva;Total equity and liabilities;Totaal passiva;
DEF;Totaal personeelskosten (Liquiditeit);Total personnel and benefit expenses (liquidity);Totaal personeelskosten (Liquiditeit);
DEF;Totaal personeelskosten;Total personnel and benefit expenses;Totaal personeelskosten;
DEF;Totaal privé-opnamen;Total personal withdrawals;Totaal privé-opnamen;
DEF;Totaal pro resto;Total remaining;Totaal pro resto;
DEF;Totaal rekening courant (bank);Total current account;Totaal rekening courant (bank);
DEF;Totaal rente en aflossing;Total interest and repayment;Totaal rente en aflossing;
DEF;Totaal rentedragende schulden;Total interest bearing debt;Totaal rentedragende schulden;
DEF;Totaal vermogen;Total capital;Totaal vermogen;
DEF;Totaal voorraden;Total inventory;Totaal voorraden;
DEF;Totaal voorzieningen;Total provisions;Totaal voorzieningen;
DEF;Totaal vreemd vermogen;Total liabilities;Totaal vreemd vermogen;
DEF;Totaal;Total;Totaal;
DEF;Totaallimiet voor RCS;Total limit for RCS;Totaallimiet voor RCS;
DEF;Totale bedrijfskosten;Total operating costs;Totale bedrijfskosten;
DEF;Totale bedrijfsopp. in ha.;Total company quarters (hectare);Totale bedrijfsopp. in ha.;
DEF;Totale bevoorschotting;Total advance payments;Totale bevoorschotting;
DEF;Totale correctie blok 3 moet tussen -60 en +60 liggen|Bij overschrijding wordt dit automatisch gecorrigeerd.;Total correction Block 3 has to be between -60 and +60|in case of surplus, the surplus is suppressed;Totale correctie blok 3 moet tussen -60 en +60 liggen|Bij overschrijding wordt dit automatisch gecorrigeerd.;
DEF;Totale dekking;Total collateral value;Totale dekking;
DEF;Totale financieringlasten;Total expenses of finance;Totale financieringlasten;
DEF;Totale herwaardering;Total Revaluation;Totale herwaardering;
DEF;Totale immateriele activa;Total intangible assets;Totale immateriele activa;
DEF;Totale kosten als subtotaal tonen?,nee|ja;Show total costs as subtotal?, no|yes;Totale kosten als subtotaal tonen?,nee|ja;
DEF;Totale kosten;Total expenses;Totale kosten;
DEF;Totale meerwaarde interestvergoeding boven markttarief;Total value interest surplus;Totale meerwaarde interestvergoeding boven markttarief;
DEF;Totale opgebouwde verliescompensatie;Accumulated carry forward;Totale opgebouwde verliescompensatie;
DEF;Totale overdekte ruimte;Total indoor space;Totale overdekte ruimte;
DEF;Totale overige correctie moet tussen -120 en +120 liggen|Bij overschrijding wordt dit automatisch gecorrigeerd.;Total ‘other corrections’ has to be between -120 and +120|in case of surplus, the surplus is suppressed;Totale overige correctie moet tussen -120 en +120 liggen|Bij overschrijding wordt dit automatisch gecorrigeerd.;
DEF;Totale score;Total score;Totale score;
DEF;Totale waarde onderneming;Total value company;Totale waarde onderneming;
DEF;Transportkosten;Transportation expenses;Transportkosten;
DEF;Tussenkopjes bij specificatie:,nee|ja (aanbevolen);Interval at specification:, no|yes (recommended);Tussenkopjes bij specificatie:,nee|ja (aanbevolen);
DEF;Tussenvoegsel;Middle;Tussenvoegsel;
DEF;TV;TC;TV;
DEF;Tweede jaar;Second year;Tweede jaar;
DEF;type bedrijf;type of firm;type bedrijf;
DEF;Type of quality accounting firm;Type of quality auditors’ firm;Type of quality accounting firm;
DEF;U bent beland in een intern scherm van het model. Gelieve niets te wijzigen.;You have entered an internal screen of the model. Please do not change anything.;U bent beland in een intern scherm van het model. Gelieve niets te wijzigen.;
DEF;U heeft de status op dossier akkoord gezet.|Wilt u het dossier nu overhevelen naar het basisdossier?;You have approved the document.|Do you want to copy it to the main document?;U heeft de status op dossier akkoord gezet.|Wilt u het dossier nu overhevelen naar het basisdossier?;
DEF;U heeft geen beoordelingskolom geselecteerd.;You have not selected a column to review;U heeft geen beoordelingskolom geselecteerd.;
DEF;U heeft het voorstel niet overgeheveld naar het basisdossier.|Vergeet u niet dit later te doen.;You didn’t copy the proposal form to the main document.|Don’t forget it to do this later.;U heeft het voorstel niet overgeheveld naar het basisdossier.|Vergeet u niet dit later te doen.;
DEF;U kunt nu geen voorstel aanmaken;You cannot make a new proposal form;U kunt nu geen voorstel aanmaken;
DEF;U kunt via het menu item 'Analyse - Voorstel..' een voorstel aanmaken, waarin u wijzigingen kunt aanbrengen.;You can make a new proposal via the menu items ‘Analysis - Proposal form..’;U kunt via het menu item ‘Analyse - Voorstel..’ een voorstel aanmaken, waarin u wijzigingen kunt aanbrengen.;
DEF;U opent een document in een ander model.;You are opening a document in a other model.;U opent een document in een ander model.;
DEF;U opent een dossier in een vernieuwd model.;You are opening a file in a new mode;U opent een dossier in een vernieuwd model.;
DEF;U.G. deelnemingen;Loans to subsidiaries;U.G. deelnemingen;
DEF;U.G. gelieerde partijen;Loans to affiliated companies;U.G. gelieerde partijen;
DEF;U.G. groepsmaatschappijen;Loans to group undertakings;U.G. groepsmaatschappijen;
DEF;Uitbetaling winstuitkering;Payment of profits payable;Uitbetaling winstuitkering;
DEF;Uitbreiding obligo;New commitments;Uitbreiding obligo;
DEF;Uitgangspunt is een vast percentage afgeleid van de structurele winstuitkering van de voorgaande kolom. Als deze de 100% overschrijdt zal deze zijn gemaximaliseerd naar 100%.;Based on a fixed percentage derived from the structural amount of paid out profits in last column. When fraction exceeds 100%, then maximized to 100%.;Uitgangspunt is een vast percentage afgeleid van de structurele winstuitkering van de voorgaande kolom. Als deze de 100% overschrijdt zal deze zijn gemaximaliseerd naar 100%.;
DEF;Uitgaven worden bepaald op basis van betaaltermijn en ontvangst van omzet;Payments are determined by terms of payment and payment of sales;Uitgaven worden bepaald op basis van betaaltermijn en ontvangst van omzet;
DEF;Uitgaven;Expenses;Uitgaven;
DEF;Uitgebreid rapport FINAN;Extensive report FINAN;Uitgebreid rapport FINAN;
DEF;Uitgebreide keuzerapportage;Extensive report;Uitgebreide keuzerapportage;
DEF;Uitgiftedatum;Date issued;Uitgiftedatum;
DEF;Uitkomst risicoanalyse;Result risk analysis;Uitkomst risicoanalyse;
DEF;Uitkomsten/scores risicoanalyse;Results and scores risk analysis new proposal;Uitkomsten/scores risicoanalyse;
DEF;uitmuntend;excellent;uitmuntend;
DEF;Uitoefendatum;Exercise date;Uitoefendatum;
DEF;Uitoefenprijs;Exercise price;Uitoefenprijs;
DEF;Uitstel aflossing;Delay of repayment;Uitstel aflossing;
DEF;Uitstel tot;Delay until;Uitstel tot;
DEF;Uitstel van;Delay of;Uitstel van;
DEF;Uittr.KvK/vennootschapscontract;Excerpt Chamber of Comm./Contract of partnership;Uittr.KvK/vennootschapscontract;
DEF;Uittreksel handelsregister/vennootschapscontract;Excerpt Trade register/Contract of partnership;Uittreksel handelsregister/vennootschapscontract;
DEF;Uittreksel register K.v.K.;Excerpt register Chamber of Commerce;Uittreksel register K.v.K.;
DEF;Uitvalwaarschijnlijkheid binnen één jaar;Probability of default within one year;Uitvalwaarschijnlijkheid binnen één jaar;
DEF;ultimo;ultimo;ultimo;
DEF;Undistributed profit;Undistributed profit;Onverdeelde winst;
DEF;URA Indicatieve Rating;URA Indicative Rating;URA Indicatieve Rating;
DEF;URA Ratingklasse;URA Rating class;URA Ratingklasse;
DEF;V. -Privé-vermogen;V. -Private capital;V. -Privé-vermogen;
DEF;Vakbekwaamheid;Professional skills;Vakbekwaamheid;
DEF;van dit kengetal is een teken van verbeterde liquiditeit.;of this ratio is a sign of improved liquidity.;van dit kengetal is een teken van verbeterde liquiditeit.;
DEF;van inkomsten, uitgaven, omzet en kosten;of income, expenses, sales and costs;van inkomsten, uitgaven, omzet en kosten;
DEF;Van invloed op de ontwikkeling van de omzet en de|prijsindex (en daarmee op de kosten);Effect on the development of the sales and the price index (and therefore on the expenses).;Van invloed op de ontwikkeling van de omzet en de prijsindex (en daarmee op de kosten);
DEF;van;of;van;
DEF;van:;of:;van:;
DEF;Variabelen voor grafieken;Vars for charts;Variabelen voor grafieken;
DEF;vast bedrag;fixed amount;vast bedrag;
DEF;Vast percentage van het winstaandeel;Fixed percentage of share in profit;Vast percentage van het winstaandeel;
DEF;vast;fixed;vast;
DEF;VastAkt[Title];[@]Fixed assets;VastAkt[Title];
DEF;Vaste activa op basis hist. kosten;Fixed assets based on historical cost;Vaste activa op basis hist. kosten;
DEF;Vaste activa;Fixed assets;Vaste activa;
DEF;Vastgestelde winstuitkering;Profit to be paid out to claimants;Vastgestelde winstuitkering;
DEF;Veiligheidsmarge;Safety margin;Veiligheidsmarge;
DEF;Velen;Many;Velen;
DEF;Vennoot kapitaal;Partner capital;Vennoot kapitaal;
DEF;Vennoot;Partner;Vennoot;
DEF;Vennootschap onder Firma (VOF);General partnership;Vennootschap onder Firma (vof);
DEF;Vennoten;Partners;Vennoten;
DEF;Verander de naam met behulp van de menu optie;Change the name of the file with the menu option;Verander de naam met behulp van de menu optie;
DEF;Verander de naam van de 'BNK' kolom(men);Change the name of the ‘BNK’ column;Verander de naam van de ‘BNK’ kolom(men);
DEF;Verander de naam van de 'budget' kolom(men);Change the name of the ‘budget’ column(s);Verander de naam van de ‘budget’ kolom(men);
DEF;Verander rechtsvorm;Change legal status;Verander rechtsvorm;
DEF;Verantwoord in resultatenrekening;Accounted for in income statement;Verantwoord in resultatenrekening;
DEF;verbetert licht;improves slightly;verbetert licht;
DEF;verbetert sterk;improves strongly;verbetert sterk;
DEF;verbetert;improves;verbetert;
DEF;Verborgen variabelen;Hidden vars;Verborgen variabelen;
DEF;Verbouwingen;Improvements;Verbouwingen;
DEF;Verdeeld over de maanden in volgend boekjaar;Spreaded over months of next bookyear;Verdeeld over de maanden in volgend boekjaar;
DEF;Verder gaan?;Continue?;Verder gaan?;
DEF;Vereiste rentabiliteit eigen vermogen;Required rate of return on equity;Vereiste rentabiliteit eigen vermogen;
DEF;Vereniging;Association;Vereniging;
DEF;Vergelijkende balansstaat;Comparitive balance sheet;Vergelijkende balansstaat;
DEF;Vergunningen;Licenses;Vergunningen;
DEF;Verhoging limiet;Increase credit limit;Verhoging limiet;
DEF;verhoging met;raised with;verhoging met;
DEF;Verhoging rek. courant limiet (bank);Increase credit limit current account;Verhoging rek. courant limiet (bank);
DEF;verhoogd met de relatieve omzetgroei;increased with relative growth of sales;verhoogd met de relatieve omzetgroei;
DEF;verhoogde bedrijfsdrukte.;increased business activity.;verhoogde bedrijfsdrukte.;
DEF;Verhouding EV / TV in vermogenskostenvoet;Ratio Equity / Total value in WACC;Verhouding EV / TV in vermogenskostenvoet;
DEF;Verhouding jongvee (t.o.v. 10 melkkoeien);Number of young cattle (per 10 cows);Verhouding jongvee (t.o.v. 10 melkkoeien);
