COMPONENT;KEY;EN;NL;
scorecard;De verpakkingsvergoeding of een deelmarktvergoeding van de telersvereniging.;The packaging fee or a share price compensation from the growers' association.;De verpakkingsvergoeding of een deelmarktvergoeding van de telersvereniging.;
scorecard;Subsidie verkregen vanuit de Gemeenschappelijke Markt Ordening (GMO).;Subsidy obtained from the Common Market Organization (CMO).;Subsidie verkregen vanuit de Gemeenschappelijke Markt Ordening (GMO).;
scorecard;Het totaalbedrag aan verkoop van elektra. Mogelijke MEP- ontvangsten kunnen hier ook onder worden opgenomen.;The total amount of electricity sales. Possible MEP receipts can also be included here.;Het totaalbedrag aan verkoop van elektra. Mogelijke MEP- ontvangsten kunnen hier ook onder worden opgenomen.;
scorecard;Overige niet gedefinieerde niet toegerekende opbrengsten niet zijnde opbrengsten uit teelt of rente of GMO subsidie.;Other undefined unallocated revenues not yielding crops or interest or GMO subsidy.;Overige niet gedefinieerde niet toegerekende opbrengsten niet zijnde opbrengsten uit teelt of rente of GMO subsidie.;
scorecard;De kosten voor zaaizaad, plantkosten en pootgoed.;The costs for seed, plant costs and seedlings.;De kosten voor zaaizaad, plantkosten en pootgoed.;
scorecard;De kosten voor substraat bij teelten los van de ondergrond.;The cost of substrate when grown apart from the substrate.;De kosten voor substraat bij teelten los van de ondergrond.;
scorecard;De bemestingskosten voor dierlijke mest. Het kan ook een opbrengstpost vormen. Indien dat het geval is, hier een negatief getal invoeren.;The fertilizer costs for animal manures. It can also be a revenue item. If this is the case, enter a negative number here.;De bemestingskosten voor dierlijke mest. Het kan ook een opbrengstpost vormen. Indien dat het geval is, hier een negatief getal invoeren.;
scorecard;De bemestingskosten voor kunstmest.;Fertilizer costs for fertilizer;De bemestingskosten voor kunstmest.;
scorecard;Kosten van chemische en biologische gewasbeschermingsmiddelen.;Costs of chemical and biological plant protection products.;Kosten van chemische en biologische gewasbeschermingsmiddelen.;
scorecard;De kosten voor de verzekering van gewassen.;The costs for the insurance of crops.;De kosten voor de verzekering van gewassen.;
scorecard;De kosten voor het afvoeren van teeltafval.;The costs for the disposal of breeding waste.;De kosten voor het afvoeren van teeltafval.;
scorecard;De kosten voor het verbruik van CO2 , OCAP en water.;The costs for the consumption of CO2, OCAP and water.;De kosten voor het verbruik van CO2 , OCAP en water.;
scorecard;De overige kosten die met de teelt verband houden en niet apart gedefinieerd zijn.;The other costs associated with the cultivation and not separately defined.;De overige kosten die met de teelt verband houden en niet apart gedefinieerd zijn.;
scorecard;De kosten voor gewasbeschermingsmiddelen, meststoffen en zaad-, plant-, pootgoed en overige teeltkosten.;The cost of plant protection products, fertilizers and seed, plant, seed and other cultivation costs.;De kosten voor gewasbeschermingsmiddelen, meststoffen en zaad-, plant-, pootgoed en overige teeltkosten.;
scorecard;De kosten aan eigen verbruik gas of warmte, inclusief vastrecht.;The cost of own consumption gas or heat, including fixed duty.;De kosten aan eigen verbruik gas of warmte, inclusief vastrecht.;
scorecard;De kosten voor eigen verbruik elektra, inclusief vastrecht.;The costs for own consumption of electricity, including fixed duty.;De kosten voor eigen verbruik elektra, inclusief vastrecht.;
scorecard;De kosten van onderhoud aan de WKK-installaties.;The cost of maintenance to the CHP plants.;De kosten van onderhoud aan de WKK-installaties.;
scorecard;De operationele leasekosten van de WKK-installatie(s). Warmtekrachtkoppeling (WKK) is een efficiënte manier van energieopwekking.;The operating lease cost of the CHP plant (s). Cogeneration (CHP) is an efficient way of generating energy.;De operationele leasekosten van de WKK-installatie(s). Warmtekrachtkoppeling (WKK) is een efficiënte manier van energieopwekking.;
scorecard;Het bedrag aan veilingkosten.;The amount of auction costs.;Het bedrag aan veilingkosten.;
scorecard;Het totaalbedrag aan kosten voor afzet (verkoop), verpakking en fust. Hier onder vallen bijvoorbeeld ook stickers en bedrukkingen, keramiek etc.;The total amount of sales, sales and packaging costs. These include labels and prints, ceramics, etc.;Het totaalbedrag aan kosten voor afzet (verkoop), verpakking en fust. Hier onder vallen bijvoorbeeld ook stickers en bedrukkingen, keramiek etc.;
scorecard;De kosten aan transport. Kosten voor een personenauto vallen hier niet onder.;The cost of transportation. Costs for a passenger car are not included.;De kosten aan transport. Kosten voor een personenauto vallen hier niet onder.;
scorecard;De inkoopkosten voor afgeteelde potplanten voor opkweek.;The purchase costs for abandoned potted plants for cultivation.;De inkoopkosten voor afgeteelde potplanten voor opkweek.;
scorecard;De inkoopkosten voor afgeteelde potplanten voor de verkoop.;The purchase costs for cut potatoes for sale.;De inkoopkosten voor afgeteelde potplanten voor de verkoop.;
scorecard;De inkoopkosten voor potten in de teelt van potplanten en bomen.;The purchase costs for pots in the cultivation of potted plants and trees.;De inkoopkosten voor potten in de teelt van potplanten en bomen.;
scorecard;De inkoopkosten voor potgrond, in de teelt van potplanten en bomen.;The purchase costs for potting soil, in the cultivation of potted plants and trees.;De inkoopkosten voor potgrond, in de teelt van potplanten en bomen.;
scorecard;De som van de kosten voor compost, dekaarde, bijvoeding, vullen en leeg maken.;The sum of the costs for compost, decard, supplement, filling and emptying.;De som van de kosten voor compost, dekaarde, bijvoeding, vullen en leeg maken.;
scorecard;De afvoerkosten voor champignoncompost (champost).;The discharge costs for mushroom compost (champost).;De afvoerkosten voor champignoncompost (champost).;
scorecard;De inkoopkosten voor bloembollen voor de verkoop.;The purchase costs for flower bulbs for sale.;De inkoopkosten voor bloembollen voor de verkoop.;
scorecard;De kosten voor de teelt op contractbasis.;The cost of cultivation on a contract basis.;De kosten voor de teelt op contractbasis.;
scorecard;De vergoeding voor geleverde werkzaamheden aan derden.;Compensation for work delivered to third parties.;De vergoeding voor geleverde werkzaamheden aan derden.;
scorecard;De kosten, die gemaakt worden bij de bewerking van het primair product van het bedrijf (ten behoeve van het toevoegen van waarde).;The costs incurred in processing the company's primary product (for the purpose of adding value).;De kosten, die gemaakt worden bij de bewerking van het primair product van het bedrijf (ten behoeve van het toevoegen van waarde).;
scorecard;De balansmutatie van de fruitopstanden.;The balance mutation of the fruit rises.;De balansmutatie van de fruitopstanden.;
scorecard;De kosten van sorteren door derden.;The costs of sorting by third parties.;De kosten van sorteren door derden.;
scorecard;De totale oppervlakte grond in eigendom, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²).;The total land area owned, which has been operating during the reporting period (m²).;De totale oppervlakte grond in eigendom, die gedurende de rapportageperiode ten dienste is geweest aan de exploitatie (m²).;
scorecard;De totale kadastrale oppervlakte in eigendom, die gedurende de rapportageperiode in gebruik door derden is geweest (m²).;The total cadastral area owned by third parties during the reporting period (m²).;De totale kadastrale oppervlakte in eigendom, die gedurende de rapportageperiode in gebruik door derden is geweest (m²).;
scorecard;Het gedeelte van de materiële vaste activa dat betrekking heeft op het vee dat ter wille van zijn nut gehouden wordt.;The portion of property, plant and equipment that relates to the livestock held for its usefulness.;Het gedeelte van de materiële vaste activa dat betrekking heeft op het vee dat ter wille van zijn nut gehouden wordt.;
scorecard;Het deel van de voorraden dat betrekking heeft op het gedeelte dat niet tot het gebruiksvee behoort.;The proportion of stocks that relate to the portion not belonging to the livestock.;Het deel van de voorraden dat betrekking heeft op het gedeelte dat niet tot het gebruiksvee behoort.;
scorecard;De omzet voortkomend uit het houden van vee.;The revenue derived from keeping cattle.;De omzet voortkomend uit het houden van vee.;
scorecard;De aanwas van vee voortkomend uit het houden van vee.;The accumulation of livestock resulting from keeping cattle.;De aanwas van vee voortkomend uit het houden van vee.;
scorecard;Het totaal aan verkregen bedrijfstoeslag.;The total of the total operating allowance.;Het totaal aan verkregen bedrijfstoeslag.;
scorecard;De kosten voor het voer van vee voor krachtvoer, ruwvoer, bijproducten en ander voer.;The cost of feed for livestock feed, rye feed, by-products and other feed.;De kosten voor het voer van vee voor krachtvoer, ruwvoer, bijproducten en ander voer.;
scorecard;De kosten voor de medische verzorging van het vee.;The cost of medical care of the livestock.;De kosten voor de medische verzorging van het vee.;
scorecard;De kosten voor kunstmatige inseminatie (K.I.) en andere fokkosten.;The cost of artificial insemination (K.I.) and other breeding costs.;De kosten voor kunstmatige inseminatie (K.I.) en andere fokkosten.;
scorecard;De kosten voor gewasbeschermingsmiddelen, meststoffen en zaad-, plant-, pootgoed en overige teeltkosten.;The cost of plant protection products, fertilizers and seed, plant, seed and other cultivation costs.;De kosten voor gewasbeschermingsmiddelen, meststoffen en zaad-, plant-, pootgoed en overige teeltkosten.;
scorecard;De kosten voor het aanschaffen van strooisel.;The cost of purchasing litter.;De kosten voor het aanschaffen van strooisel.;
scorecard;De kosten van energie (gas en electra) en water, verbruikt voor de aandrijving van een krachtbron, voor verlichting en/of voor verwarming.;The cost of energy (gas and electra) and water consumes for power source power for lighting and / or heating.;De kosten van energie (gas en electra) en water, verbruikt voor de aandrijving van een krachtbron, voor verlichting en/of voor verwarming.;
scorecard;Overige veekosten, die direct zijn te relateren aan het houden van vee.;Other livestock costs, which are directly related to keeping cattle.;Overige veekosten, die direct zijn te relateren aan het houden van vee.;
scorecard;De kosten voor de afzet van mest.;The costs of marketing manure.;De kosten voor de afzet van mest.;
scorecard;De kosten voor de lease van productierechten. Productierechten zijn varkens-en pluimveerechten.;The cost of the lease of production rights. Production rights are pork and poultry dishes.;De kosten voor de lease van productierechten. Productierechten zijn varkens-en pluimveerechten.;
scorecard;Het gemiddeld aantal aanwezige zeugen gedurende de rapportageperiode.;The average number of sows present during the reporting period.;Het gemiddeld aantal aanwezige zeugen gedurende de rapportageperiode.;
scorecard;Het gemiddeld aantal zeugen, dat op voergeld gehouden wordt in stallen van derden, gedurende de rapportageperiode.;The average number of sows, held in advance in third-party stalls, during the reporting period.;Het gemiddeld aantal zeugen, dat op voergeld gehouden wordt in stallen van derden, gedurende de rapportageperiode.;
scorecard;Het gemiddeld aantal aanwezige vleesvarkens gedurende de rapportageperiode.;The average number of meat pigs present during the reporting period.;Het gemiddeld aantal aanwezige vleesvarkens gedurende de rapportageperiode.;
scorecard;Het gemiddeld aantal vleesvarkens dat op voergeld gehouden wordt in stallen van derden, gedurende de rapportageperiode.;The average number of meat pigs kept on feed in third-party stables during the reporting period.;Het gemiddeld aantal vleesvarkens dat op voergeld gehouden wordt in stallen van derden, gedurende de rapportageperiode.;
scorecard;Agrarische ondernemers hebben een gebruiksnorm voor dierlijke mest van 170 kg stikstof per hectare per jaar. Onder bepaalde voorwaarden mag u hiervan afwijken (derogatie). Dit element betreft de uitkomst van de beoordeling of aan deze voorwaarden wordt voldaan.;Agricultural entrepreneurs have a usage standard for manure of 170 kg nitrogen per hectare per year. Subject to certain conditions, you may differ (derogation). This element concerns the outcome of the assessment whether these conditions are met.;Agrarische ondernemers hebben een gebruiksnorm voor dierlijke mest van 170 kg stikstof per hectare per jaar. Onder bepaalde voorwaarden mag u hiervan afwijken (derogatie). Dit element betreft de uitkomst van de beoordeling of aan deze voorwaarden wordt voldaan.;
